,NG-18809-DFG-ITS1-13_lib318461_6317_1,NG-18809-DFG-ITS1-14_lib318462_6317_1,NG-18809-DFG-ITS1-15_lib318463_6317_1,NG-18809-DFG-ITS1-16_lib318464_6317_1,NG-18809-DFG-ITS1-21_lib318469_6317_1,NG-18809-DFG-ITS1-24_lib318472_6317_1,NG-18809-DFG-ITS1-30_lib318478_6317_1,NG-18809-DFG-ITS1-34_lib318482_6317_1,NG-18809-DFG-ITS1-36_lib318484_6317_1,NG-18809-DFG-ITS1-4_lib318452_6317_1,NG-18809-DFG-ITS1-45_lib318493_6317_1,NG-18809-DFG-ITS1-47_lib318495_6317_1,NG-18809-DFG-ITS1-5_lib318453_6317_1,NG-18809-DFG-ITS1-6_lib318454_6317_1,NG-18809-DFG-ITS1-8_lib318456_6317_1,NG-18810-DFG-ITS2-0_lib317646_6313_1,NG-18810-DFG-ITS2-15_lib318510_6313_1,NG-18810-DFG-ITS2-18_lib318513_6313_1,NG-18810-DFG-ITS2-20_lib318515_6313_1,NG-18810-DFG-ITS2-21_lib318516_6313_1,NG-18810-DFG-ITS2-24_lib318519_6313_1,NG-18810-DFG-ITS2-26_lib318521_6313_1,NG-18810-DFG-ITS2-27_lib318522_6313_1,NG-18810-DFG-ITS2-28_lib318523_6313_1,NG-18810-DFG-ITS2-3_lib318498_6313_1,NG-18810-DFG-ITS2-34_lib318529_6313_1,NG-18810-DFG-ITS2-39_lib318534_6313_1,NG-18810-DFG-ITS2-42_lib318537_6313_1,NG-18810-DFG-ITS2-43_lib318538_6313_1,NG-18810-DFG-ITS2-9_lib318504_6313_1,taxonomy,Taxon,RS notes,Taxon Level,Trophic Mode,Guild,Growth Morphology,Trait,Confidence Ranking,Notes,Citation/Source
ASV3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91E-05,7.18E-06,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__unassigned;s__unassigned,Mycosphaerellaceae,Pathotroph-Saprotroph,9,Pathotroph-Saprotroph,Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Probable,"Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV3315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Ophiosphaerella;s__unassigned,Ophiosphaerella,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV332,0,0,0,0,0,0,0,0,0,0,0,0.005252199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Neodevriesiaceae;g__unassigned;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV3325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-05,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__equina,Herpotrichiellaceae,Pathotroph-Saprotroph,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Facultative Yeast-Microfungus,NULL,Probable,"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV3328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62E-05,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraophiobolus;s__plantaginis,Phaeosphaeriaceae,Pathotroph-Saprotroph,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Microfungus,NULL,Probable,"Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV3339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57E-05,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Extremaceae;g__unassigned;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV3345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65E-05,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Cordyceps;s__ningxiaensis,-,,-,-,-,-,-,-,Unassigned,-
ASV3346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65E-05,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Sporidesmiella;s__unassigned,Sporidesmiella,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV3347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65E-05,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Pezicula;s__neocinnamomea,Dermateaceae,Pathotroph-Saprotroph,9,Pathotroph-Saprotroph,Plant Pathogen-Plant Saprotroph,Microfungus,NULL,Probable,Saprobic or parasitic on herbaceous and woody material (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV3349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61E-05,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Dactylaria;s__unassigned,Dactylaria,Pathotroph,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
ASV335,1.45E-05,2.40E-05,0,0,0,0.00025509,0,0,9.60E-06,0,4.67E-05,0,0,0,0,0,0,4.36E-05,2.15E-05,0,0,3.72E-05,0,0,0,0,1.51E-05,0,0,0.000152545,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Phallales;f__Phallaceae;g__Phallus;s__impudicus,Phallus,Saprotroph,13,Saprotroph,Litter Saprotroph-Soil Saprotroph-Wood Saprotroph,Phalloid,White Rot,Probable,"Common name - stinkhorn; Saprobic, on soil or decaying wood, with spores dispersed by insects that are attracted to the fruit bodies by their distictive foetid smell (Cannon & Kirk 2007)","b'Dix NJ, Cairney JWG. 1985. Transactions of the British Mycological Society 85:514-520 ((https://doi.org/10.1016/S0007-1536(85)80049-8)); Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV3351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25E-05,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__oryzae,-,,-,-,-,-,-,-,Unassigned,-
ASV3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61E-05,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__panaeoloides,Psathyrella,Saprotroph,13,Saprotroph,Wood Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV34,0.000488191,0.01322804,9.80E-05,0.000119849,0,0.004799721,0,0,0.000403317,3.22E-05,0.086418705,0,0,0,0,0.000523323,0.002414365,0.00615313,0.005584186,0,0,0.003766821,0,0.0035749,0.010401766,0,0.003322008,0.002961899,0.001201952,4.19E-05,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Neonectria;s__lugdunensis,Neonectria,Pathotroph,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV340,0,0,3.41E-05,0,0,4.36E-05,0,0,0,0,2.12E-05,0,0,0,0,0,0,0,2.51E-05,0,0,0,0,6.43E-05,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV3401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-05,0,0,k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__unassigned;g__unassigned;s__unassigned,-,Chytrid,-,-,-,-,-,-,Unassigned,-
ASV3402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-05,0,0,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Cyphellophoraceae;g__Anthopsis;s__unassigned,Cyphellophoraceae,Pathotroph-Saprotroph,9,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Facultative Yeast-Microfungus,NULL,Probable,Consult the current literature for updated names on this group that included the Black Yeasts; Some species are likely opportunistic human pathogen (Irinyi et al. 2015),"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))'"
ASV343,0,0,0,0,0,0,0,0.000349796,0,0,0,0,0,0,0,0,0,0,5.74E-05,4.46E-05,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV3435,1.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__circinelloides,-,,-,-,-,-,-,-,Unassigned,-
ASV3443,1.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Vibrisseaceae;g__Phialocephala;s__compacta,Phialocephala,Symbiotroph,13,Symbiotroph,Endophyte,Microfungus,NULL,Highly Probable,"Dark Septate Endophyte, known from plant roots.",b'Newsham KK. 2011. New Phytologist 190:783-793 ((https://doi.org/10.1111/j.1469-8137.2010.03611.x)) (as dark septate root endophytes)'
ASV3448,0,1.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Tylospora;s__unassigned,Tylospora,Symbiotroph,13,Symbiotroph,Ectomycorrhizal,Corticioid,NULL,Highly Probable,NULL,"b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))'"
ASV3458,0,0,1.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Melanoleuca;s__leucopoda,Melanoleuca,Saprotroph,13,Saprotroph,Soil Saprotroph,NULL,NULL,Probable,NULL,"b'Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV3464,0,0,0,1.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__unassigned;g__unassigned;s__unassigned,Lecanorales,Pathotroph-Symbiotroph,7,Pathotroph-Symbiotroph,Lichen Parasite-Lichenized,Microfungus-Thallus,NULL,Probable,"Lichenized with green algae, occasionally lichenicolous, on rocks, mosses and wood (Cannon & Kirk 2007); ...an order of mostly lichen-forming fungi (Kirk et al. 2008)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268); Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'"
ASV348,0,0,0,0,0,0,0,0,0,0.000309469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Podospora;s__communis,Podospora,Saprotroph-Symbiotroph,13,Saprotroph-Symbiotroph,Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph,Microfungus,NULL,Possible,Endophyte detection method-culture (David et al. 2016),"b'Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739)) (as litter saprotroph)'"
ASV353,0,0,0,1.65E-05,0,0,0.00013628,0,0,0,4.24E-05,0,0,0,0,0,0,0,7.18E-06,0,0,0,9.04E-06,0,0,0,4.03E-05,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Lophiostoma;s__unassigned,Lophiostoma,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV3566,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Rhytisma;s__acerinum,Rhytisma,Pathotroph-Saprotroph-Symbiotroph,13,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Leaf Saprotroph-Plant Pathogen,Microfungus,NULL,Probable,"Biotrophic, necrotrophic or saprobic on leaves and bark, often initially as endophytes, causing tar spots, premature leaf fall and occasionally witches broom symptoms (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV357,0,0,0,1.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87E-05,0,0,0,0,1.21E-05,0,0,0,7.22E-06,0,0,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Microbotryomycetes_fam_Incertae_sedis;g__Curvibasidium;s__cygneicollum,-,,-,-,-,-,-,-,Unassigned,-
ASV3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Cyphellophoraceae;g__Cyphellophora;s__unassigned,Cyphellophora,Pathotroph-Saprotroph,13,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Facultative Yeast-Microfungus,NULL,Probable,Consult the current literature for updated names on this group that included the Black Yeasts; Some species are likely opportunistic human pathogen (Irinyi et al. 2015),"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))'"
ASV360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002284048,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Fusidium;s__unassigned,Fusidium,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV3608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Minutisphaerales;f__Minutisphaeraceae;g__Minutisphaera;s__japonica,Minutisphaera,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24E-05,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Stephanosporaceae;g__unassigned;s__unassigned,Stephanosporaceae,Saprotroph,9,Saprotroph,Plant Saprotroph-Wood Saprotroph,Corticioid-Gasteroid,NULL,Probable,"On the ground, associated with rotten wood or plant debris (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV3645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24E-05,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__mirum,Entoloma,Pathotroph-Saprotroph-Symbiotroph,13,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph,Agaricoid,NULL,Possible,NULL,"b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM/not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x; sensu stricto)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) ((as ECM/not ECM))'"
ASV3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21E-05,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Conocybe;s__vestita,Conocybe,Saprotroph,13,Saprotroph,Undefined Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21E-05,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__unassigned;s__unassigned,Venturiaceae,Pathotroph-Saprotroph-Symbiotroph,9,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Probable,"Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV3671,0,0,0,0,0,0,0,0,6.40E-06,0,0,0,0,0,0,0,0,0,7.18E-06,0,0,0,0,0,0,1.21E-05,0,0,0,0,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__unassigned;g__unassigned;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV3672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21E-05,0,0,0,0,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodosporidiobolus;s__oreadorum,Sporidiobolaceae,Pathotroph-Saprotroph,9,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Microfungus,NULL,Probable,"Saprobic, found in a wide range of habitats and especially in aquatic systems. Some of the red yeasts in this family are widely encountered spoilage organisms and opportunistic human pathogens (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV3679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51E-05,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__umbrinolens,Cortinarius,Symbiotroph,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,NULL,"b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))'"
ASV3685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08E-05,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Thyridariaceae;g__Parathyridaria;s__unassigned,Thyridariaceae,Saprotroph,9,Saprotroph,Wood Saprotroph,Microfungus,NULL,Probable,Saprobic on wood and bark (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV3686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08E-05,0,0,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Capronia;s__pulcherrima,Capronia,Symbiotroph,13,Symbiotroph,Endophyte,Facultative Yeast,NULL,Highly Probable,"Dark Septate Endophyte, known from plant roots.","b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV3689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08E-05,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__Perusta;s__inaequalis,-,,-,-,-,-,-,-,Unassigned,-
ASV3729,7.23E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV373,0,1.72E-05,3.84E-05,5.79E-05,0,0,0,0,0,7.64E-05,0,0,0,0.000180292,0,0,0,0,5.02E-05,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__coprosmae,-,,-,-,-,-,-,-,Unassigned,-
ASV3734,0,6.87E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Cylindrobasidium;s__evolvens,Cylindrobasidium,Saprotroph,13,Saprotroph,Undefined Saprotroph,Corticioid,NULL,Possible,NULL,b'J\xc3\xbclich W. 1974. Persoonia 8:59-98 ((http://www.cybertruffle.org.uk/cyberliber/61056/0008/001/0072.htm))'
ASV3735,0,6.87E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV3737,0,6.87E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Microsporomycetaceae;g__Microsporomyces;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV3744,0,0,0,8.27E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;f__unassigned;g__unassigned;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV3796,0,0,0,0,0,0,0,0,6.40E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Podoscyphaceae;g__Hypochnicium;s__bombycinum,Hypochnicium,Saprotroph,13,Saprotroph,Undefined Saprotroph,Corticioid,White Rot,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV3798,0,0,0,0,0,0,0,0,6.40E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Dematiopleospora;s__unassigned,Phaeosphaeriaceae,Pathotroph-Saprotroph,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Microfungus,NULL,Probable,"Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
